Y0tc,Y1tc,Y2tc,Y0,Y1,Y2,Y0p,Y1p,Y2p,Y0i,Y1i,Y2i,Y0z,Y1z,Y2z,X0te,X1te,X2te,X0,X1,X2,RPS,household,village,age_0t1g2000,age_0t1b2000,age_1t5g2000,age_1t5b2000,age_5t9g2000,age_5t9b2000,age_9t14g2000,age_9t14b2000,age_14t18g2000,age_14t18b2000,age_18t30g2000,age_18t30b2000,age_30t60g2000,age_30t60b2000,age_60g2000,age_60b2000,age_0t1g2001,age_0t1b2001,age_1t5g2001,age_1t5b2001,age_5t9g2001,age_5t9b2001,age_9t14g2001,age_9t14b2001,age_14t18g2001,age_14t18b2001,age_18t30g2001,age_18t30b2001,age_30t60g2001,age_30t60b2001,age_60g2001,age_60b2001,age_0t1g2002,age_0t1b2002,age_1t5g2002,age_1t5b2002,age_5t9g2002,age_5t9b2002,age_9t14g2002,age_9t14b2002,age_14t18g2002,age_14t18b2002,age_18t30g2002,age_18t30b2002,age_30t60g2002,age_30t60b2002,age_60g2002,age_60b2002
8.875699,9.768115,9.885519,7.266261,8.158677,8.276081,3.720639,4.638753,4.659798,2.979207,3.535645,3.376532,1.547979,2.237201,2.650739,10.01578,10.34215,10.29274,8.406339,8.73271,8.683305,1,347,30,0,0,0,0,0,1,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,1,0,0
8.067652,9.004893,9.302474,6.681358,7.618599,7.91618,2.839225,4.114011,4.410542,1.842938,2.832514,3.224192,.8842841,2.035189,2.402617,9.04334,9.911999,9.912537,7.657045,8.525704,8.526241,1,348,30,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0
10.25149,10.45428,10.54079,8.305578,8.151693,8.34357,4.669053,4.668533,4.575786,3.553765,3.394326,3.354115,2.35727,2.687904,2.617613,11.23351,10.86371,10.63375,9.2876,8.561128,8.436523,1,349,30,0,0,0,2,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,2,0,0,0,0,1,0,1,4,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,3,1,1,0,0
9.884884,9.655613,9.332377,7.687659,7.458388,7.135153,3.992479,3.778838,3.649956,3.249817,2.508205,2.496269,1.475863,1.790326,1.742134,10.31545,10.01066,9.906819,8.118225,7.813435,7.709595,1,350,30,0,1,0,1,0,1,1,2,0,0,1,0,1,1,0,0,0,0,0,2,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,2,0,0,1,1,0,2,1,0,1,1,0,0
8.860482,9.101355,9.090634,7.76187,8.002743,7.992022,4.024194,4.404262,4.445761,2.800544,3.396326,3.203181,2.167752,2.33674,2.551989,9.219414,9.203252,9.229376,8.120802,8.10464,8.130764,1,351,32,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
8.924195,10.10211,10.49433,6.726971,8.022666,8.548423,2.801593,4.392214,4.914084,1.570508,3.167189,3.697736,.420325,2.451389,2.937822,9.066238,9.995002,10.6357,6.869014,7.91556,8.689794,1,352,30,0,0,0,0,0,1,1,0,1,2,0,1,2,1,0,0,0,0,0,0,0,1,1,0,1,2,0,0,2,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,2,1,0,0
7.941618,9.99498,9.872513,5.862177,7.915538,7.793071,1.736337,4.246433,4.141151,.857293,3.058524,2.935998,.0274777,2.233701,2.214898,9.878508,9.812309,10.32012,7.799066,7.732868,8.240678,1,353,30,0,0,0,0,0,0,0,1,0,3,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,2,1,2,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,3,1,1,0,0
8.866515,9.373639,9.11014,6.787074,8.275027,8.011527,2.991226,4.486297,4.412777,2.103914,3.447571,3.180783,.5517923,2.355701,2.418327,9.907111,9.43675,9.797568,7.82767,8.338139,8.698956,1,354,30,0,0,1,0,1,2,0,0,0,0,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
8.385476,9.612478,9.663563,6.776039,7.820718,7.871803,2.51867,4.100425,4.182965,1.512377,2.961919,3.077389,.4238218,2.126822,2.177504,9.364344,9.420101,10.43149,7.754906,7.628342,8.639729,1,355,30,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0
8.97318,10.0617,9.803843,6.893739,7.982256,8.012083,3.229725,4.366569,4.385654,2.259384,3.137633,3.200655,.5657579,2.545065,2.571068,9.778907,9.602008,10.17143,7.699465,7.522566,8.379668,1,356,30,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0
9.453847,9.76291,9.331641,7.662087,7.97115,7.385731,3.882413,4.519116,3.734932,3.072984,3.371949,2.478048,1.542774,2.63801,1.815633,10.3833,9.677318,10.44355,8.59154,7.885558,8.497643,1,357,30,0,0,1,1,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,1,1,0,0,0
8.928439,8.893008,9.174494,7.829826,7.506713,7.788199,3.999134,3.738872,4.296535,2.677022,2.831037,3.064687,2.078842,1.250968,2.397495,8.790599,9.394081,9.554787,7.691987,8.007787,8.168492,0,358,19,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0
8.630404,9.581878,9.427066,6.838645,7.790118,7.635306,2.9195,4.029099,4.208834,1.55444,2.801101,3.097102,1.012044,2.26264,2.394264,8.764116,9.921296,9.522456,6.972357,8.129537,7.730697,0,359,19,0,0,0,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0
9.467195,9.790744,9.956062,7.387753,7.711302,7.876621,3.730172,4.063318,4.35937,2.540574,2.898718,3.179696,1.798424,2.128895,2.486905,9.496716,10.58078,10.14811,7.417274,8.501334,8.068666,0,360,19,0,0,1,0,0,0,2,0,0,2,0,0,1,1,1,0,0,0,1,0,0,0,2,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,2,1,1,1,0
8.84016,8.603059,9.461928,7.741549,7.504447,8.363317,4.259541,3.722472,4.820251,2.872777,2.764832,3.490238,2.097116,1.864773,2.704755,10.12929,9.95286,10.23686,9.03068,8.854247,9.138252,0,361,19,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
9.100904,9.101806,9.646774,7.714611,7.715511,8.26048,4.04037,4.207519,4.761411,3.051184,2.945959,3.581489,1.578987,2.169901,2.783861,9.312883,9.333034,10.7023,7.926589,7.946739,9.316004,0,362,19,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0
9.551898,9.647519,9.733179,7.354674,7.249624,7.535955,3.822174,3.644674,3.836257,2.74106,2.524628,2.703953,.995374,1.878373,2.048599,9.600654,10.04831,10.21043,7.403429,7.650415,8.013204,0,363,19,0,0,0,1,1,1,1,1,1,0,0,2,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,3,1,0,0,0,1,0,0,0,0,2,1,1,1,0,1,1,1,0,0,0
9.398585,8.890669,9.780764,7.201361,6.588084,7.382868,3.410173,2.473806,3.796455,2.623128,1.608557,2.673906,1.154867,.6752256,1.962236,10.30022,9.535791,10.01636,8.102994,7.233206,7.618462,0,364,19,0,0,1,0,1,0,0,2,0,1,1,0,1,2,0,0,1,0,1,0,1,0,0,1,0,2,1,0,1,2,0,0,0,0,2,0,1,0,0,1,1,1,1,1,1,2,0,0
10.04985,9.113606,10.18372,7.564944,6.474549,7.698817,4.243532,2.103465,4.293396,3.274042,1.152288,2.993477,2.187299,.4014662,2.196784,10.7037,10.27163,10.85105,8.218793,7.632572,8.366146,0,365,19,0,0,2,1,0,0,2,2,0,0,1,2,1,1,0,0,0,1,1,1,1,0,2,3,0,0,1,2,1,1,0,0,0,0,0,2,1,0,1,2,0,1,1,2,1,1,0,0
8.676745,8.175627,8.796217,6.597304,6.789332,8.796217,2.817615,2.919731,5.223142,1.783785,1.530705,4.05328,.5571197,-.159749,3.317824,10.41493,9.147979,9.781253,8.335491,7.761684,9.781253,0,366,19,0,0,0,1,0,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9.73065,8.715856,8.734939,7.784739,6.636415,6.943179,4.069388,3.1032,3.351661,2.902792,1.997293,2.189973,2.251851,1.170556,1.39452,9.619423,9.462428,9.605284,7.673512,7.382987,7.813525,0,367,19,0,0,1,0,0,0,1,0,2,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,2,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0
8.893997,9.0337,9.197349,7.795385,6.954258,7.405589,4.230566,3.242068,3.801762,2.993184,2.439299,2.555522,2.260048,.8569158,1.589779,10.56808,9.992769,10.02045,9.469471,7.913327,8.228688,0,368,19,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,2,0,0,0,1,0,1,2,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0
9.719522,9.513947,9.391999,7.927763,7.722187,7.60024,4.328383,4.156236,3.926561,3.14731,2.901652,2.696712,2.430436,2.108799,2.01877,10.35598,10.59255,10.17838,8.564224,8.800794,8.386623,0,369,19,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,2,0,0,0,0,0,1,0,0,1,1,0
9.696356,8.402197,9.265157,7.393771,6.099612,6.867261,3.769646,2.339601,3.221423,2.683228,1.426015,2.023479,1.884813,.5469832,1.360498,9.980621,9.118764,9.769363,7.678037,6.816178,7.371469,0,370,19,0,1,0,1,2,1,1,0,2,0,0,0,1,1,0,0,0,0,0,2,1,1,2,0,2,0,0,0,1,1,0,0,0,1,0,2,0,1,2,0,3,0,0,0,1,1,0,0
8.715765,8.544503,8.631761,7.106327,6.935065,7.022323,3.449603,3.196858,3.418708,2.822304,1.905449,2.301304,.896978,1.413959,1.497421,9.511251,8.725175,9.116242,7.901814,7.115737,7.506805,0,371,19,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0
9.415853,10.24629,9.881104,7.336411,8.300377,7.801661,3.880842,4.867022,4.496323,2.568557,3.583487,3.26519,1.830015,2.950148,2.570349,10.54234,10.94885,10.74413,8.462903,9.002935,8.66469,0,372,19,0,0,0,0,0,0,0,0,1,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,1,0,0
9.08078,9.417611,9.128926,7.471343,7.625852,7.337167,3.998537,3.990303,3.618179,2.79282,2.668761,2.532209,1.584923,2.11412,1.75289,9.575755,9.659463,9.602458,7.966317,7.867703,7.810698,0,373,19,0,0,0,0,0,0,0,0,1,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,1,0,0,0
9.613448,9.446334,9.784212,7.534007,7.366892,7.70477,3.755196,3.748922,4.294335,2.749713,2.576532,3.056454,1.215357,1.906,2.39844,9.745237,9.877324,10.16227,7.665795,7.797883,8.082827,0,374,19,0,0,1,0,0,0,1,1,0,2,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,2,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0
8.490837,8.770449,8.703341,6.699077,6.978689,6.911582,3.645453,3.281798,3.356936,2.499442,2.102874,2.251288,1.664949,1.41308,1.562205,9.009132,9.659012,9.276493,7.217373,7.867252,7.484734,0,375,19,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2,1,0,0,0,1,0,0,1,0,0
10.11506,8.927245,9.448236,7.91783,6.52935,7.368793,4.500889,2.787769,3.818784,3.086928,1.249159,2.469597,2.260898,.0208304,1.899673,11.06815,9.897779,10.05052,8.870921,7.499884,7.971074,0,376,19,0,1,0,0,2,0,1,2,0,0,0,0,1,1,1,0,0,0,1,1,2,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,0,2,1,0,1,0,0,1,1,1,0
9.15342,8.551286,9.433158,7.20751,6.471845,7.487248,3.522352,2.861189,3.725071,2.8791,1.909359,2.65906,1.058964,.9912388,1.917926,9.292523,9.147754,9.40869,7.346613,7.068313,7.46278,0,377,19,0,0,0,2,0,1,2,0,0,0,0,1,1,0,0,0,0,1,0,1,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,1,1,1,0,0,1,1,0,0,0
9.449361,7.179706,9.674077,7.051466,4.982481,7.18917,3.220021,1.428369,3.603353,2.6437,.4929019,2.437755,.377955,-.5857813,1.799774,10.09638,8.71337,9.620399,7.698482,6.516146,7.135491,0,378,19,0,0,1,0,0,0,0,2,1,1,1,2,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,4,1,0,0,1,0,0,0,1,1,0,0,1,1,1,1,3,1,1,0,1
9.132359,8.513842,10.16476,6.935134,6.316617,7.967539,3.297119,2.637757,4.344069,1.967234,1.558496,3.152854,1.203024,.5805762,2.422347,9.642175,8.821883,10.72664,7.44495,6.624658,8.529412,0,379,19,0,0,1,2,0,1,1,1,0,2,0,0,1,0,0,0,0,0,0,1,1,2,1,1,0,2,0,0,1,0,0,0,0,0,0,1,1,2,0,1,1,1,0,1,1,0,0,0
8.869179,9.420512,8.778512,7.482884,8.034218,7.392218,4.019267,4.159707,3.731357,2.996134,3.081452,2.749193,2.038024,2.311457,1.940945,9.393508,10.14192,9.159986,8.007214,8.755623,7.773692,0,380,19,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
9.248396,7.940546,9.082771,7.168954,5.994635,7.136861,3.356803,1.907563,3.761239,2.212699,.8872981,2.713758,1.555299,-.0029434,1.895397,8.918698,9.034851,9.654346,6.839257,7.088941,7.708436,0,381,19,0,0,0,0,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,2,0,1,0,0,1,0,0,1
9.229077,9.111588,9.334572,7.619639,7.319829,7.948277,4.099413,3.72788,4.254893,3.137593,2.896509,3.114928,2.237923,1.002489,2.453567,9.600185,9.873608,9.620466,7.990747,8.081848,8.234172,0,382,19,0,0,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0
8.489258,9.45871,9.390624,6.292034,7.5128,7.598865,2.780326,4.059453,3.743421,1.580992,3.164414,2.744232,.5954697,1.632811,1.960768,9.492148,10.36566,9.921178,7.294923,8.419747,8.129418,0,383,19,0,0,3,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,2,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,2,0,1,1,0,0,0,0,1,0,0,1
7.982151,8.778485,8.396692,6.883539,7.679873,7.298079,3.023266,4.324718,3.993502,2.500102,3.224805,2.778414,.2639371,2.013335,2.159522,8.855489,9.465592,8.692921,7.756877,8.36698,7.594308,0,384,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
8.503957,8.945096,8.775568,7.117662,7.558802,7.389274,3.327708,4.2675,3.74918,2.649898,3.107452,2.722932,.5520694,2.011174,1.933735,8.790714,9.948997,9.003942,7.40442,8.562703,7.617648,0,385,19,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0
9.338974,9.675473,9.372106,7.729536,7.596032,7.762668,4.373193,3.930791,4.163182,3.095115,2.596123,2.909224,2.109023,1.845423,1.990938,10.7193,10.08629,9.965678,9.109865,8.006851,8.35624,0,386,19,0,0,2,0,0,0,0,0,1,0,1,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0
9.501195,8.603594,9.719153,7.709436,6.811834,7.773243,4.017299,2.919629,4.02593,2.839658,1.469853,2.85568,2.213634,.3827547,2.044615,9.429552,9.731574,10.2174,7.637792,7.939815,8.27149,0,387,19,0,0,2,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,2,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,2,1,0,0,0,0,0,0,1,1,0,0
9.092401,9.491138,9.633685,7.012959,7.293912,7.687775,3.392837,3.647649,4.224777,2.184279,2.962681,3.098375,1.491922,1.096882,2.220025,8.917127,9.887466,9.995484,6.837685,7.690242,8.049575,0,388,19,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,2,2,1,0,1,1,0,0,0,0,0,0,1,1,0,0,2,1,0,0,1,1,0,0,0
9.319278,8.223733,9.156682,7.932983,6.614295,7.547245,4.496791,2.542503,3.880143,3.355147,1.560057,2.685948,2.100385,.5482864,1.959322,10.06687,9.555169,9.615413,8.680574,7.945731,8.005975,0,389,19,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,1,0,0
8.757323,9.147276,9.047874,7.658711,7.537838,7.66158,3.597481,3.703199,3.855798,2.787439,2.38626,2.729835,.7807599,1.696831,1.934536,9.895152,9.764401,9.74427,8.796539,8.154963,8.357976,0,390,19,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
9.062304,9.942885,9.228756,7.452866,8.151126,7.282846,3.741195,4.530475,3.606184,2.623497,3.286892,2.416868,1.978173,2.515289,1.637931,9.639693,10.24959,9.782851,8.030255,8.457834,7.836941,1,391,22,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,2,1,0,0,0,0,0,1,1,0,0,0,0
8.898597,9.515585,9.975554,6.596012,7.213,7.672969,3.355126,3.647329,4.410183,2.224347,2.779628,3.223698,1.533919,1.391632,2.509047,9.544441,10.24645,10.15827,7.241856,7.943861,7.855682,1,392,22,1,0,2,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,3,0,1,0,1,1,0,2,0,0,1,1,0,0,0,0,2,0,2,0,1,1,0,2,0,0,1,1,0,0
9.869592,9.072165,9.333438,8.077832,7.280405,7.387528,4.544864,3.509324,3.752389,3.392887,2.472044,2.5656,2.714275,.4932439,1.831717,10.27997,10.14797,9.548421,8.488211,8.35621,7.60251,1,393,22,0,0,0,2,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,2,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,2,0,0,1,1,0,0,1,0,0,1,0,0
9.75526,9.488117,9.639612,7.357364,7.090222,7.337028,4.023688,3.642352,3.73211,2.897135,2.858052,2.638632,2.196514,1.302409,1.8664,10.33295,9.741119,10.00562,7.935053,7.343224,7.703032,1,394,22,0,0,1,0,0,1,2,0,0,1,1,3,1,0,0,1,0,0,1,0,0,0,1,1,1,1,1,3,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,2,1,0,0,1
8.148268,9.209302,10.36802,5.951043,7.012078,8.065434,2.066987,3.526046,4.363916,.864806,2.800782,3.093636,.2206472,1.152526,2.512819,8.735619,9.488896,10.16782,6.538394,7.291672,7.865234,1,395,22,0,0,0,1,1,0,0,2,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,2,0,1,1,1,1,1,0,0,0,0,0,2,1,0,0,2,0,0,1,2,1,1,0,0
8.915847,9.904713,9.995147,6.517952,7.506817,7.597251,2.87676,4.011324,4.226576,2.223768,3.089129,3.06895,-.3319031,1.848819,2.276321,8.971182,10.16884,10.35577,6.573287,7.770942,7.957871,1,396,22,0,0,0,1,0,0,0,3,1,1,1,2,1,1,0,0,0,0,0,0,0,1,0,2,1,1,1,3,1,1,0,0,0,0,0,0,0,1,0,2,1,1,1,3,1,1,0,0
8.996326,8.544377,9.688684,7.386888,6.93494,8.079247,3.78054,3.661994,4.621757,2.627527,2.089279,3.312207,1.855293,1.626764,2.64083,9.863169,9.917623,9.955724,8.253731,8.308185,8.346286,1,397,22,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0
8.697784,9.263007,8.593446,7.311491,7.876713,7.207151,3.380782,4.260864,3.624392,2.156228,3.294552,2.558093,1.585126,1.885938,1.701861,8.848239,9.534672,9.123426,7.461945,8.148377,7.737133,1,398,22,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0
8.644397,9.357253,9.026935,7.545785,8.258641,7.928322,3.689395,4.627986,4.535543,2.457938,3.44143,3.32063,1.940675,2.637583,2.492464,8.938163,9.843326,9.313617,7.83955,8.744713,8.215005,1,399,22,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
9.028816,9.644289,9.381007,7.642522,8.257995,8.282394,4.206085,4.872722,4.70244,3.118299,3.561105,3.531254,2.396948,2.83247,2.681513,9.570134,10.03905,9.430778,8.18384,8.65276,8.332165,1,400,22,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
8.6205,9.187767,8.842064,7.927352,8.494619,8.148916,4.471636,4.894245,4.806905,3.678543,3.728704,3.478275,2.127714,3.056913,2.685764,8.772161,9.53529,9.215796,8.079014,8.842142,8.522649,1,401,22,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
9.564483,8.345046,9.594302,7.955045,6.735608,7.984864,4.567056,3.322136,4.559155,3.397208,2.405407,3.400048,2.621188,1.394104,2.599958,10.68243,9.284822,10.04561,9.072992,7.675384,8.436171,1,402,22,0,0,0,2,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,1,0,0,0,0
9.538766,9.998918,9.146078,8.152472,8.612623,7.759784,4.937839,5.01932,4.324825,3.555149,3.742194,2.913721,2.820208,3.131181,2.34596,10.58035,10.44156,9.757824,9.194058,9.055267,8.37153,1,403,22,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0
10.46416,8.642523,9.28334,8.16157,6.339938,7.203898,4.798188,3.044487,3.804506,3.658346,1.809813,2.651576,2.826883,1.01442,1.977695,11.17939,9.675993,10.05679,8.876809,7.373408,7.977351,1,404,22,0,0,0,0,0,1,5,0,1,0,0,2,0,0,1,0,0,0,0,0,0,1,3,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,1,1,4,0,0,1,0,0,1,0
9.062423,9.834699,9.519043,7.270663,7.888788,7.573133,3.875643,4.298532,4.050933,2.774403,3.084101,2.983809,1.987311,2.322247,2.159953,9.762269,9.96164,9.586098,7.97051,8.01573,7.640188,1,405,22,0,0,1,0,0,0,2,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,2,0,0,0,1,1,1,0,0,0,1,1,0,0
8.94795,9.538263,9.334192,7.338512,7.928825,7.724755,4.08572,4.285074,4.262581,3.272946,3.017751,3.104285,1.935308,2.316154,2.403885,9.26716,9.884511,9.329166,7.657722,8.275073,7.719729,1,406,22,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,1,0,0
8.81981,8.723771,9.132146,7.433516,7.337477,7.745852,4.324096,3.295469,3.943151,3.20804,2.65953,2.787571,2.456557,.6941866,1.85694,8.976056,9.489869,9.325659,7.589761,8.103575,7.939364,1,407,22,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
9.158893,9.375743,9.772191,7.212982,7.429832,7.692749,4.169343,3.813401,4.11179,3.071447,2.937925,3.013157,2.29698,1.656469,2.288581,10.40005,10.25087,9.807856,8.454144,8.304961,7.728414,1,408,22,0,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,2,0,0,0,1,1,0,0
9.517246,9.73914,9.462092,7.725487,7.947381,7.670333,4.546806,4.363359,3.996559,3.372864,3.170849,2.886959,2.636486,2.450911,2.112883,10.66835,10.63171,10.10858,8.876591,8.839955,8.316818,1,409,22,0,0,0,1,1,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,0
8.489831,8.719505,9.335793,6.880393,7.110067,7.726356,3.424535,3.571201,4.132607,2.157316,2.434417,2.873255,1.416433,1.583948,2.159729,9.384513,9.676978,9.794156,7.775075,8.06754,8.184718,1,410,22,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0
9.788587,8.807656,9.864676,7.996827,7.015897,8.072916,4.561252,3.478035,4.466525,3.479976,2.535561,3.362085,2.292506,1.525798,2.653969,10.52284,9.745364,10.09661,8.731076,7.953605,8.304854,1,411,22,0,0,0,0,0,3,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,2,1,0,0,0,1,1,0,0
