gvkey	year	gvkey	conm	year	Y	K	L	M	VA	w	i	r&d	naics_4digit
012234	2011	012234	SIGMA DESIGNS INC	2011	212.15268841556946	30.59604359792145	0.499	106.93255026302515	105.2201381525443	60953.890816253	7.222007348675305	50.90214658673371	3344
012234	2012	012234	SIGMA DESIGNS INC	2012	295.11021054688706	40.775798252973395	0.592	137.03996790882817	158.0702426380589	62223.95935118233	13.902672751596345	73.31328216173135	3344
012234	2013	012234	SIGMA DESIGNS INC	2013	187.34175916617082	52.64842390253336	0.691	78.1761197398387	109.16563942633212	62682.861773938734	13.363929871982581	91.58970604797838	3344
012234	2014	012234	SIGMA DESIGNS INC	2014	221.20747934601675	69.85113428275946	0.945	91.95764018667731	129.24983915933944	64311.75515456021	16.27282293647424	95.51756604574742	3344
012482	2010	012482	CLEARFIELD INC	2010	24.649483076051553	4.409838771804325	0.136	15.094446355230946	9.555036720820604	58192.89052542133	0.4471203671716923	0.0	3344
012482	2011	012482	CLEARFIELD INC	2011	36.229526760621376	4.831939608889468	0.165	22.02344063661351	14.206086124007864	60953.890816253	0.7213304970025141	0.0	3344
012482	2012	012482	CLEARFIELD INC	2012	38.54437735926683	3.354958883232614	0.159	23.838120609320832	14.706256749946004	62223.95935118233	0.5227852785183639	0.0	3344
012482	2013	012482	CLEARFIELD INC	2013	54.73337573606352	3.570130908260405	0.179	35.38720736986808	19.34616836619545	62682.861773938734	0.9563764688215639	0.0	3344
012482	2014	012482	CLEARFIELD INC	2014	59.276165967137445	4.616367767589061	0.185	37.2460402561196	22.030125711017842	64311.75515456021	1.3089150220614028	0.6498421548175088	3344
012621	2010	012621	EMRISE CORP	2010	30.91528921439699	5.469909786456549	0.213	18.163111254982095	12.752177959414897	58192.89052542133	0.07896165424665647	1.7134678971524453	3344
012621	2011	012621	EMRISE CORP	2011	34.518576472889364	3.579688387567962	0.213	21.23067974757821	13.287896725311153	60953.890816253	0.14213885128601816	1.4977760587894025	3344
012621	2012	012621	EMRISE CORP	2012	35.01949127264124	3.663562656368412	0.213	20.09437273073244	14.925118541908803	62223.95935118233	0.24099357666726756	1.2021215025095588	3344
012621	2013	012621	EMRISE CORP	2013	32.723281150618604	4.217511403685163	0.203	18.143882722255277	14.579398428363323	62682.861773938734	3.392837031197207	1.06243195555055	3344
012621	2014	012621	EMRISE CORP	2014	36.42147401529773	7.826466099847395	0.194	21.095816100405415	15.325657914892316	64311.75515456021	0.32215186368083887	1.1676851219377111	3344
012945	2010	012945	PLEXUS CORP	2010	2036.7339713112267	473.68971929316666	8.7	1392.2681934974814	644.4657778137454	58192.89052542133	73.70478211518532	0.0	3344
012945	2011	012945	PLEXUS CORP	2011	2296.9476729223074	544.3471083475486	9.0	1596.7191344362207	700.2285384860867	60953.890816253	71.60220460259137	0.0	3344
012945	2012	012945	PLEXUS CORP	2012	2372.6196476142477	597.4927767841078	9.6	1617.5158141592008	755.1038334550467	62223.95935118233	60.435306507775366	0.0	3344
012945	2013	012945	PLEXUS CORP	2013	2285.675742218757	613.9836183001651	9.2	1559.1144668540594	726.5612753646976	62682.861773938734	101.47726846116305	0.0	3344
012945	2014	012945	PLEXUS CORP	2014	2428.6929526260424	710.3086362079168	12.0	1493.812485320098	934.8804673059446	64311.75515456021	60.26178300441229	0.0	3344
013200	2010	013200	PHOTRONICS INC	2010	430.48738543710925	1292.2083810344243	1.3	216.44870212636818	214.03868331074108	58192.89052542133	70.45452302225732	14.73819276513843	3344
013200	2011	013200	PHOTRONICS INC	2011	527.1003407488239	1417.0968106763178	1.35	256.4896694427573	270.61067130606654	60953.890816253	79.40533745890544	14.994198414233223	3344
013200	2012	013200	PHOTRONICS INC	2012	463.3049792744515	1493.1599185704592	1.3	229.32557110971683	233.9794081647347	62223.95935118233	92.01210660644989	18.379080998510393	3344
013200	2013	013200	PHOTRONICS INC	2013	433.1028539773077	1531.080072381814	1.3	224.69316153388456	208.40969244342315	62682.861773938734	59.87160716296881	19.48229905770169	3344
013200	2014	013200	PHOTRONICS INC	2014	465.18897501097797	1640.469350825605	1.5	234.10332608273845	231.08564892823952	64311.75515456021	84.07794413572839	20.227260139937602	3344
014256	2010	014256	MAXIM INTEGRATED PRODUCTS	2010	2020.7609201448602	2575.294235544322	9.2	359.9376858801872	1660.8232342646731	58192.89052542133	122.29284903518729	468.4913388935498	3344
014256	2011	014256	MAXIM INTEGRATED PRODUCTS	2011	2545.157969507613	2496.0357487608326	9.37	499.73265114938386	2045.4253183582289	60953.890816253	169.45755173080641	507.93656932894993	3344
014256	2012	014256	MAXIM INTEGRATED PRODUCTS	2012	2472.1814796910194	2469.428093888526	9.065	538.7056149265092	1933.4758647645103	62223.95935118233	250.81169293243642	525.6117346793552	3344
014256	2013	014256	MAXIM INTEGRATED PRODUCTS	2013	2504.625659123084	2615.7141819012327	9.019	531.0737417673727	1973.5519173557116	62682.861773938734	203.35623381011376	504.57915681195334	3344
014256	2014	014256	MAXIM INTEGRATED PRODUCTS	2014	2505.706524514159	2509.1964986537105	8.812	593.9876106736923	1911.7189138404667	64311.75515456021	122.32817028818285	517.6103531670575	3344
014282	2010	014282	AMPHENOL CORP	2010	3595.3031743783763	999.3528861497826	39.1	428.9774819430678	3166.3256924353086	58192.89052542133	108.03730938163154	76.56319399891427	3344
014282	2011	014282	AMPHENOL CORP	2011	4055.8230988583373	1060.753370427011	39.1	678.4247315702245	3377.3983672881127	60953.890816253	96.90775478630825	85.93792303229549	3344
014282	2012	014282	AMPHENOL CORP	2012	4414.660111290537	1096.838718553875	41.6	751.7021692397885	3662.957942050749	62223.95935118233	122.48830611876997	87.74443295349963	3344
014282	2013	014282	AMPHENOL CORP	2013	4734.062044769076	1176.5455168332865	44.5	772.4112107347293	3961.6508340343466	62682.861773938734	148.71044036490596	97.06517250441117	3344
014282	2014	014282	AMPHENOL CORP	2014	5458.880957487005	1355.573926803538	50.7	838.4310121217687	4620.449945365236	64311.75515456021	193.01419683571177	105.96857865490058	3344
014324	2010	014324	ALTERA CORP	2010	1977.0833754830355	472.79348563673375	2.666	654.8816274505836	1322.201748032452	58192.89052542133	12.280511276711247	261.21403543404233	3344
014324	2011	014324	ALTERA CORP	2011	2125.2792390286086	456.27721052455774	2.884	705.0652775919044	1420.213961436704	60953.890816253	30.76000773544769	314.9613227615548	3344
014324	2012	014324	ALTERA CORP	2012	1833.9641854293736	491.26590876192813	3.129	629.7666354669162	1204.1975499624575	62223.95935118233	57.79386510052468	341.965141322808	3344
014324	2013	014324	ALTERA CORP	2013	1777.397976979421	517.6628813761538	3.094	662.4668253349473	1114.9311516444736	62682.861773938734	39.942561099222885	361.51312084694223	3344
014324	2014	014324	ALTERA CORP	2014	1973.0696567711364	521.2494939113644	3.091	738.2098015787911	1234.859855192345	64311.75515456021	37.141617590045605	386.0007015341444	3344
016401	2010	016401	CIRRUS LOGIC INC	2010	176.66659922714305	71.19572992901557	0.479	88.04807696198432	88.61852226515873	58192.89052542133	3.02028327493461	43.73982134925726	3344
016401	2011	016401	CIRRUS LOGIC INC	2011	227.49770946787595	69.92375188451068	0.505	113.64328436570277	113.85442510217317	60953.890816253	3.5331657319667373	49.72055695223361	3344
016401	2012	016401	CIRRUS LOGIC INC	2012	380.1271304115281	71.93264681913914	0.57	187.4291885664915	192.69794184503667	62223.95935118233	19.032799795060576	60.660170593090875	3344
016401	2013	016401	CIRRUS LOGIC INC	2013	437.88649746609497	88.39266249338192	0.676	215.13679804673876	222.74969941935618	62682.861773938734	33.73878439764238	80.43041633817623	3344
016401	2014	016401	CIRRUS LOGIC INC	2014	826.9620007556957	124.6977197111093	0.652	446.23903270937365	380.7229680463221	64311.75515456021	48.83231487806229	105.29565971901711	3344
016597	2010	016597	LATTICE SEMICONDUCTOR CORP	2010	301.2199809820543	226.62557603686636	0.749	129.80256337629228	171.41741760576204	58192.89052542133	13.6761585155209	59.543009426047476	3344
016597	2011	016597	LATTICE SEMICONDUCTOR CORP	2011	327.7427191962034	245.157143543659	0.852	139.96446329486614	187.77825590133725	60953.890816253	12.571069425643008	69.47882421195126	3344
016597	2012	016597	LATTICE SEMICONDUCTOR CORP	2012	287.23244499758283	260.9546252316605	0.739	146.65198152700486	140.58046347057797	62223.95935118233	12.896951526134519	73.63587198876628	3344
016597	2013	016597	LATTICE SEMICONDUCTOR CORP	2013	341.1282545805207	241.13709677419354	0.783	166.64491885348485	174.48333572703586	62682.861773938734	11.73180162931261	75.99016405751398	3344
016597	2014	016597	LATTICE SEMICONDUCTOR CORP	2014	373.8927524687765	237.05948880343814	0.784	176.35674560624165	197.53600686253483	64311.75515456021	9.477172448169549	81.30319198035704	3344
021238	2010	021238	VICOR CORP	2010	253.6397110890809	321.75272038701473	1.07	115.17609808404313	138.46361300503776	58192.89052542133	11.94591126684104	35.51399101811183	3344
021238	2011	021238	VICOR CORP	2011	260.41857544343674	334.57842107311	1.045	130.77399396740753	129.64458147602917	60953.890816253	7.2191065557919165	37.67839876232837	3344
021238	2012	021238	VICOR CORP	2012	224.7482591567839	343.92825181899536	1.046	111.46764037316272	113.28061878362115	62223.95935118233	7.0172775316185465	36.76005958423864	3344
021238	2013	021238	VICOR CORP	2013	204.3127680091918	342.57995332113796	1.002	109.511680584337	94.80108742485481	62682.861773938734	5.79926418140181	37.39910650598791	3344
021238	2014	021238	VICOR CORP	2014	230.51887707688692	349.4947328581341	1.014	125.55511575421504	104.96376132267189	64311.75515456021	6.579651817527277	38.288072073402624	3344
021743	2010	021743	NVE CORP	2010	23.642948186214014	6.282221158235813	0.05	5.6150484552977105	18.027899730916303	58192.89052542133	0.3967823125894488	1.203178206583428	3344
021743	2011	021743	NVE CORP	2011	28.976003458960868	6.434767116881382	0.052	7.4739085228384035	21.502094936122468	60953.890816253	0.29588087410558883	1.0839296074260298	3344
021743	2012	021743	NVE CORP	2012	32.088086152453634	6.862700746437457	0.058	8.575370025611221	23.512716126842417	62223.95935118233	0.6954657153429414	1.2040190897274115	3344
021743	2013	021743	NVE CORP	2013	29.31841030796693	7.697539190460538	0.058	7.860321303268432	21.458089004698497	62682.861773938734	1.389045312910613	2.4402147388970232	3344
021743	2014	021743	NVE CORP	2014	27.606384608314695	9.28409862022167	0.054	5.3279576810351	22.278426927279597	64311.75515456021	1.6836819465726365	2.373216164823601	3344
022325	2010	022325	XILINX INC	2010	1846.3430918323993	868.8119738072966	3.145	785.3680478281101	1060.9750440042892	58192.89052542133	38.601391699156096	350.7792528253467	3344
022325	2011	022325	XILINX INC	2011	1887.557005939942	842.5340838837732	2.948	797.4468750965113	1090.1101308434304	60953.890816253	27.221040417714175	357.26648617288726	3344
022325	2012	022325	XILINX INC	2012	2437.123931579976	756.6173124345148	3.099	958.9766783580019	1478.147253221974	62223.95935118233	61.651659914418815	372.38441321859256	3344
022325	2013	022325	XILINX INC	2013	2298.709452389257	791.5808523923927	3.265	919.3807525800692	1379.3286998091878	62682.861773938734	65.76472575740512	408.5257348800541	3344
022325	2014	022325	XILINX INC	2014	2214.6502864495574	818.484952297902	3.329	854.6673365807828	1359.9829498687745	64311.75515456021	27.93675115845441	438.94068344194807	3344
023084	2010	023084	BENCHMARK ELECTRONICS INC	2010	2429.9906933457423	447.20959665437744	9.99	1710.7868776174964	719.2038157282459	58192.89052542133	35.313625820460935	0.0	3344
023084	2011	023084	BENCHMARK ELECTRONICS INC	2011	2319.3876815697095	473.654322346338	9.985	1623.615797980214	695.7718835894956	60953.890816253	69.03500290079289	0.0	3344
023084	2012	023084	BENCHMARK ELECTRONICS INC	2012	2538.6482622424733	524.5617124305288	9.949	1793.5830986494966	745.0651635929768	62223.95935118233	45.45765059726558	0.0	3344
023084	2013	023084	BENCHMARK ELECTRONICS INC	2013	2571.3155788998547	556.9977439057943	11.023	1748.9532550934575	822.3623238063971	62682.861773938734	25.180200473026243	0.0	3344
023084	2014	023084	BENCHMARK ELECTRONICS INC	2014	2856.388182551597	576.8164513714898	10.94	1993.8814783043822	862.5067042472145	64311.75515456021	40.80990270829103	0.0	3344
023616	2010	023616	ADVANCED PHOTONIX INC  -CL A	2010	30.019017945657232	11.260601908083922	0.153	14.481479758026989	15.537538187630243	58192.89052542133	0.7116419088979914	4.615308690717071	3344
023616	2011	023616	ADVANCED PHOTONIX INC  -CL A	2011	21.69571438865955	11.396266157958012	0.153	7.880326130596361	13.815388258063189	60953.890816253	0.1257010249468188	4.581318893830981	3344
023616	2012	023616	ADVANCED PHOTONIX INC  -CL A	2012	29.661705563498348	11.2	0.185	10.550219598243215	19.11148596525513	62223.95935118233	1.324515878061045	5.342656811863715	3344
023616	2013	023616	ADVANCED PHOTONIX INC  -CL A	2013	30.25810952214859	12.505	0.157	13.99186072754878	16.26624879459981	62682.861773938734	0.5471712279911402	6.1390171565867035	3344
023616	2014	023616	ADVANCED PHOTONIX INC  -CL A	2014	24.150608130878343	12.858905394068007	0.134	12.097480673590471	12.053127457287871	64311.75515456021	0.37661306699651076	5.245813871914635	3344
023767	2010	023767	ATMEL CORP	2010	1663.1193477249276	1867.9649807898215	5.2	823.9846642523319	839.1346834725958	58192.89052542133	98.51255983812861	233.73834081824015	3344
023767	2011	023767	ATMEL CORP	2011	1856.1576709663473	1910.758959501165	5.2	813.6299529540145	1042.5277180123328	60953.890816253	81.7675497969445	247.1988010056082	3344
023767	2012	023767	ATMEL CORP	2012	1473.0156444462727	1930.0270832021163	5.0	753.1499748002014	719.8656696460714	62223.95935118233	36.328358492177195	238.63961972352152	3344
023767	2013	023767	ATMEL CORP	2013	1422.3178563368144	1858.4569369192675	5.0	691.0092533699911	731.3086029668232	62682.861773938734	32.95885422532567	250.03566467695313	3344
023767	2014	023767	ATMEL CORP	2014	1443.311581548768	1823.4655178762105	5.2	661.6655943955967	781.6459871531712	64311.75515456021	41.25482304724279	253.44582494876954	3344
023943	2010	023943	PMC-SIERRA INC	2010	642.4444129726668	231.594822568184	1.149	218.90730370040663	423.5371092722602	58192.89052542133	11.192814489463554	185.03380545822435	3344
023943	2011	023943	PMC-SIERRA INC	2011	673.5749801830367	238.89459860682885	1.564	199.32525556161787	474.2497246214188	60953.890816253	12.281957068265326	219.5958228582479	3344
023943	2012	023943	PMC-SIERRA INC	2012	546.1639735453545	213.00109551245637	1.546	151.71840408133872	394.44556946401565	62223.95935118233	29.629875613157868	209.61412563924966	3344
023943	2013	023943	PMC-SIERRA INC	2013	521.1719567492153	183.376	1.448	149.76025769917317	371.4116990500421	62682.861773938734	15.815407140443742	198.07692307692307	3344
023943	2014	023943	PMC-SIERRA INC	2014	536.7513250206795	188.03616321794624	1.442	157.43962909633075	379.3116959243487	64311.75515456021	12.872228478593978	183.61640851440916	3344
024800	2010	024800	QUALCOMM INC	2010	11118.417059501891	4638.367228295286	17.5	3525.699516458616	7592.717543043276	58192.89052542133	420.4708088634457	2515.915708434092	3344
024800	2011	024800	QUALCOMM INC	2011	14984.712628295536	5024.551787141715	21.2	4491.242446391254	10493.470181904282	60953.890816253	573.3900599497196	2895.958228582479	3344
024800	2012	024800	QUALCOMM INC	2012	19667.156948458698	5392.113028704283	26.6	7191.514765024736	12475.642183433962	62223.95935118233	1218.2509938613052	3714.5269789462695	3344
024800	2013	024800	QUALCOMM INC	2013	25509.34569851659	5923.0	31.0	9673.811526703461	15835.534171813128	62682.861773938734	983.5942486015692	4661.748695423659	3344
024800	2014	024800	QUALCOMM INC	2014	27048.8036518489	6087.943542417213	31.3	10061.835523829948	16986.96812801895	64311.75515456021	1093.8394225266306	5055.661195931102	3344
025166	2010	025166	KOPIN CORP	2010	121.78161733465515	76.65574736746653	0.357	74.30475044004288	47.47686689461226	58192.89052542133	15.644277747618812	16.81981937521591	3344
025166	2011	025166	KOPIN CORP	2011	135.00756647690423	95.1998129363427	0.37	76.15303842946707	58.85452804743718	60953.890816253	6.896151614774705	21.401082962676465	3344
025166	2012	025166	KOPIN CORP	2012	35.631486376680414	102.29791448852694	0.304	19.74349279491479	15.887993581765627	62223.95935118233	9.328538762962893	11.501276127404005	3344
025166	2013	025166	KOPIN CORP	2013	23.490428609532408	43.557956160045116	0.18	28.34859147705123	-4.858162867518821	62682.861773938734	0.6963997447159965	15.000750835304277	3344
025166	2014	025166	KOPIN CORP	2014	32.48266495103295	30.99050663054177	0.198	29.32278627084546	3.1598786801874943	64311.75515456021	1.3753761515313752	14.306681189654219	3344
025170	2010	025170	LIGHTING SCIENCE GROUP CORP	2010	53.78538046007243	13.098254294713206	0.243	79.64997066380722	-25.864590203734796	58192.89052542133	6.5656615506094855	10.11400088831861	3344
025170	2011	025170	LIGHTING SCIENCE GROUP CORP	2011	112.19180761589064	12.737	1.455	70.16280793502095	42.02899968086968	60953.890816253	16.987043125120866	10.317153355250435	3344
025170	2012	025170	LIGHTING SCIENCE GROUP CORP	2012	130.74169692356747	26.742	0.377	168.2966047128766	-37.554907789309105	62223.95935118233	5.593138324620244	9.556249229105191	3344
025170	2013	025170	LIGHTING SCIENCE GROUP CORP	2013	85.37516157491946	30.73286285347678	0.432	126.22636492336733	-40.85120334844786	62682.861773938734	1.9878364680707286	9.703607763637047	3344
025170	2014	025170	LIGHTING SCIENCE GROUP CORP	2014	93.22120441571438	26.97447302262618	0.085	118.84239657690226	-25.62119216118788	64311.75515456021	0.5279967507892259	5.213506378422286	3344
025274	2010	025274	UNIVERSAL DISPLAY CORP	2010	30.898092135877153	28.40284906918412	0.086	11.31645052299351	19.581641612883644	58192.89052542133	0.36421063021270295	21.41341361101515	3344
025274	2011	025274	UNIVERSAL DISPLAY CORP	2011	63.093093402238026	28.625101865865147	0.093	25.555616178877685	37.53747722336035	60953.890816253	2.537226842003481	23.3310771610907	3344
025274	2012	025274	UNIVERSAL DISPLAY CORP	2012	85.62171502627979	32.979990869511965	0.117	26.34249920286352	59.279215823416266	62223.95935118233	2.5968481076311467	28.494169663273148	3344
025274	2013	025274	UNIVERSAL DISPLAY CORP	2013	150.4329181969265	35.272616839662035	0.124	54.97276513674881	95.46015306017769	62682.861773938734	4.420542853924991	32.11228741975448	3344
025274	2014	025274	UNIVERSAL DISPLAY CORP	2014	195.08287123556264	39.08457649464844	0.145	70.51609938421004	124.5667718513526	64311.75515456021	5.679657355954732	37.988073919545116	3344
025848	2010	025848	KEMET CORP	2010	813.7101179517268	1441.4689506420543	9.1	246.85435086086554	566.8557670908613	58192.89052542133	30.14459852933919	28.58017075457731	3344
025848	2011	025848	KEMET CORP	2011	758.0220096974439	1178.5153058772646	10.4	30.157815089716838	727.8641946077271	60953.890816253	12.493714948752658	21.334364726358537	3344
025848	2012	025848	KEMET CORP	2012	1047.579276508645	1159.9493087557603	11.0	141.4624111578536	906.1168653507915	62223.95935118233	33.197339582720566	24.539597901268536	3344
025848	2013	025848	KEMET CORP	2013	1010.3130962883932	1211.0426267281105	9.7	255.38542029996523	754.927675988428	62682.861773938734	46.283365243833764	27.630739197357062	3344
025848	2014	025848	KEMET CORP	2014	860.8335120451783	1272.0886023638316	9.8	162.6392165272714	698.1942955179069	64311.75515456021	42.621891557590416	25.83953329517972	3344
027794	2010	027794	CREE INC	2010	877.3413316608332	888.3740604561872	4.298	249.14545895967785	628.1958727011553	58192.89052542133	166.4353748211025	80.35039234071954	3344
027794	2011	027794	CREE INC	2011	1016.7028690845078	1038.3153238011578	4.753	321.07790897579764	695.6249601087102	60953.890816253	229.24482691935796	111.23090311351768	3344
027794	2012	027794	CREE INC	2012	1197.924359462267	1276.2274175283371	5.555	508.67255690525894	689.2518025570081	62223.95935118233	90.14962475212766	136.01620539484045	3344
027794	2013	027794	CREE INC	2013	1421.8408256221917	1381.6323564525003	6.12	618.4787952153306	803.3620304068611	62682.861773938734	72.70713668956715	146.3087059353531	3344
027794	2014	027794	CREE INC	2014	1682.5883602422311	1410.749208796559	7.13	729.2506561277738	953.3377041144573	64311.75515456021	164.82083187180385	167.42850813225766	3344
027965	2010	027965	MICROCHIP TECHNOLOGY INC	2010	913.7687903372652	1755.9083232263697	4.895	171.48039533048748	742.2883950067776	58192.89052542133	101.0413068153778	114.87341459803584	3344
027965	2011	027965	MICROCHIP TECHNOLOGY INC	2011	975.6421210842196	1856.0398082132776	5.418	174.85481629417643	800.7873047900432	60953.890816253	46.02978147360278	116.82749951653452	3344
027965	2012	027965	MICROCHIP TECHNOLOGY INC	2012	1529.6843339538996	1917.5541474654376	6.97	321.2006212521727	1208.483712701727	62223.95935118233	118.08115980530754	161.87083123808077	3344
027965	2013	027965	MICROCHIP TECHNOLOGY INC	2013	1418.9622273743819	2073.922899924056	6.923	288.0032971542296	1130.9589302201523	62682.861773938734	58.5369974096182	171.42508540751587	3344
027965	2014	027965	MICROCHIP TECHNOLOGY INC	2014	1615.1700826159329	2061.3105426022694	8.003	416.73362948439075	1198.436453131542	64311.75515456021	46.90863440840364	235.1274761386084	3344
028139	2010	028139	SANMINA CORP	2010	6391.942662917029	2381.4447522616388	44.199	3498.389873955531	2893.552788961498	58192.89052542133	80.35927552682229	12.835216897794009	3344
028139	2011	028139	SANMINA CORP	2011	6796.869434521665	2521.271819823435	45.505	3651.6753826990184	3145.1940518226465	60953.890816253	104.01663121253142	20.114097853413266	3344
028139	2012	028139	SANMINA CORP	2012	6267.379118109912	2537.9334045190667	44.879	3175.1797578762225	3092.1993602336893	62223.95935118233	74.60459026347998	20.777631241875955	3344
028139	2013	028139	SANMINA CORP	2013	6070.214817702456	2523.1318179633813	48.674	2729.000648351423	3341.214169351033	62682.861773938734	71.28242669970342	23.999511957052224	3344
028139	2014	028139	SANMINA CORP	2014	6346.931772923623	2439.577060677978	43.101	3228.0285775558345	3118.9031953677886	64311.75515456021	64.1599128620747	29.995200029538278	3344
028195	2010	028195	JABIL CIRCUIT INC	2010	13564.864345398264	2655.914570258343	69.0	8870.011329839966	4694.853015558298	58192.89052542133	393.2537136653013	27.720475743966837	3344
028195	2011	028195	JABIL CIRCUIT INC	2011	17005.350065370243	2718.0323273848458	121.0	8640.495578500912	8364.854486869332	60953.890816253	443.81067491781084	24.20614968091278	3344
028195	2012	028195	JABIL CIRCUIT INC	2012	17641.85532230028	3047.975330682463	141.0	7822.460734599836	9819.39458770044	62223.95935118233	472.211732781768	24.513980473827527	3344
028195	2013	028195	JABIL CIRCUIT INC	2013	18811.315373725352	3335.8381273162636	177.0	6601.7634748353485	12209.551898890006	62682.861773938734	691.5737507977625	26.71847430266171	3344
028195	2014	028195	JABIL CIRCUIT INC	2014	16096.469675152926	4206.334	142.0	6120.38846849055	9976.081206662378	64311.75515456021	576.0518396809865	26.40999132313032	3344
029304	2010	029304	ELECSYS CORP	2010	22.135674833592976	9.125064823732366	0.132	11.517559228761609	10.618115604831369	58192.89052542133	0.2901840793564625	0.7333563638158219	3344
029304	2011	029304	ELECSYS CORP	2011	17.529519554452897	8.965295296230547	0.12	9.596351619843725	7.9331679346091715	60953.890816253	0.025140204989363757	0.3858054534906208	3344
029304	2012	029304	ELECSYS CORP	2012	24.22677761435051	8.579485514890854	0.129	12.478545200209826	11.748232414140684	62223.95935118233	0.040798125183828755	1.2960520697932578	3344
029304	2013	029304	ELECSYS CORP	2013	23.701758345472825	8.410583524595864	0.127	11.50315558382404	12.198602761648784	62682.861773938734	0.2505912828021174	1.3496264594361227	3344
029304	2014	029304	ELECSYS CORP	2014	25.90300542262798	8.589426411120053	0.125	12.732453049845285	13.170552372782696	64311.75515456021	0.4172282016726051	1.5839902523676777	3344
029435	2010	029435	PLANAR SYSTEMS INC	2010	177.70449349545797	51.17529395578228	0.429	143.3106864669108	34.39380702854717	58192.89052542133	0.7264472190692395	10.37852243004491	3344
029435	2011	029435	PLANAR SYSTEMS INC	2011	191.9970351763967	50.38991746114384	0.471	151.4109574939005	40.5860776824962	60953.890816253	1.4407271320827693	10.392573970218526	3344
029435	2012	029435	PLANAR SYSTEMS INC	2012	176.2484185840799	52.47014802179057	0.422	152.26920378922682	23.979214794853092	62223.95935118233	3.6357771094053906	10.049621905746843	3344
029435	2013	029435	PLANAR SYSTEMS INC	2013	171.1247666140052	54.95959103635107	0.298	145.40471080654098	25.72005580746424	62682.861773938734	2.64387881518189	6.548222397417127	3344
029435	2014	029435	PLANAR SYSTEMS INC	2014	182.7997508246275	65.12635467677995	0.308	151.43366931160193	31.366081513025566	64311.75515456021	0.30553658131334577	5.430428120442336	3344
029698	2010	029698	SIGMATRON INTERNATIONAL INC	2010	135.29548627268497	68.76685192318274	1.7	27.495903048940868	107.79958322374411	58192.89052542133	0.810343976706312	0.0	3344
029698	2011	029698	SIGMATRON INTERNATIONAL INC	2011	126.08324154047293	69.2422825070159	1.7	15.068098292138071	111.01514324833487	60953.890816253	2.4937149487526593	0.0	3344
029698	2012	029698	SIGMATRON INTERNATIONAL INC	2012	156.06183721958797	72.4162218676058	1.78	35.19961326023678	120.86222395935118	62223.95935118233	4.668064555917151	0.0	3344
029698	2013	029698	SIGMATRON INTERNATIONAL INC	2013	160.68856562506411	77.18483464480273	1.7	47.12612076571124	113.56244485935288	62682.861773938734	2.1652213087059353	0.0	3344
029698	2014	029698	SIGMATRON INTERNATIONAL INC	2014	202.649020148484	79.50696087602488	2.7	21.40130510707391	181.2477150414101	64311.75515456021	6.619343880960733	0.0	3344
031147	2010	031147	MICREL INC	2010	300.81332065470286	282.53917050691246	0.837	116.21658000687881	184.59674064782408	58192.89052542133	9.633321818092089	45.67043379558802	3344
031147	2011	031147	MICREL INC	2011	266.6539700841063	295.1200217255263	0.781	107.9638353287557	158.69013475535056	60953.890816253	7.036356604138464	48.30013537033456	3344
031147	2012	031147	MICREL INC	2012	257.25599909486436	300.0840982267288	0.796	106.53362270244693	150.7223763924174	62223.95935118233	8.56001593973263	54.25391614562084	3344
031147	2013	031147	MICREL INC	2013	243.21385338230166	314.7968138247604	0.728	106.36425039496089	136.84960298734077	62682.861773938734	6.87483575477719	52.42050531215978	3344
031147	2014	031147	MICREL INC	2014	252.8456031780072	308.20438271901577	0.707	113.14294700938491	139.7026561686223	64311.75515456021	10.83131796112024	57.2608783945945	3344
031488	2010	031488	INTEGRATED SILICON SOLUTION	2010	255.38470876241732	73.12598959511423	0.452	159.7155886458818	95.66912011653551	58192.89052542133	7.979075161624635	23.753639638750432	3344
031488	2011	031488	INTEGRATED SILICON SOLUTION	2011	278.4751747495856	76.04471712189202	0.469	187.45664460206507	91.01853014752056	60953.890816253	6.139044672210404	26.708567008315605	3344
031488	2012	031488	INTEGRATED SILICON SOLUTION	2012	273.54638305750694	81.64089583447974	0.552	173.53425424025178	100.01212881725517	62223.95935118233	5.726918223478846	29.334800800781803	3344
031488	2013	031488	INTEGRATED SILICON SOLUTION	2013	315.52760622909784	86.55083026930879	0.59	211.53985514680235	103.9877510822955	62682.861773938734	21.765776926831098	38.329203739159816	3344
031488	2014	031488	INTEGRATED SILICON SOLUTION	2014	335.9547807971569	104.3591101145058	0.59	220.77362825893812	115.1811525382188	64311.75515456021	19.703878745361568	41.76251223069397	3344
031743	2010	031743	ANADIGICS INC	2010	219.22633378517816	311.66562545052625	0.59	117.13300422845813	102.09332955672001	58192.89052542133	5.493757094211124	49.46947638553027	3344
031743	2011	031743	ANADIGICS INC	2011	157.3281586180628	289.79744511068543	0.54	101.93495918220282	55.39319943585996	60953.890816253	5.61980274608393	43.54766969638368	3344
031743	2012	031743	ANADIGICS INC	2012	115.86044454501507	281.1852522053834	0.504	93.74120938461066	22.119235160404408	62223.95935118233	2.6718028027363205	41.644449082990974	3344
031743	2013	031743	ANADIGICS INC	2013	137.71517675783252	282.342230264646	0.477	108.82388436365127	28.891292394181256	62682.861773938734	6.0667492585501375	36.213725269362165	3344
031743	2014	031743	ANADIGICS INC	2014	88.11208806919721	289.5832152613264	0.293	65.47801027337806	22.63407779581916	64311.75515456021	0.7846105562427308	24.65338674838924	3344
